Field Path,Type(s),Files Present,Total Occurrences,Null Count,Null %,Is List,List Info,Sample Values
data.content.playerStats.1269082.stats[2].stats.Clearances,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Clearances.key,str(1),1,1,0,0.0%,No,,['clearances']
data.content.playerStats.1269082.stats[2].stats.Clearances.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Clearances.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1269082.stats[2].stats.Clearances.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1269082.stats[2].stats.Dribbled past,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Dribbled past.key,str(1),1,1,0,0.0%,No,,['dribbled_past']
data.content.playerStats.1269082.stats[2].stats.Dribbled past.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Dribbled past.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1269082.stats[2].stats.Dribbled past.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1269082.stats[2].stats.Interceptions,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Interceptions.key,str(1),1,1,0,0.0%,No,,['interceptions']
data.content.playerStats.1269082.stats[2].stats.Interceptions.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Interceptions.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1269082.stats[2].stats.Interceptions.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1269082.stats[2].stats.Recoveries,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Recoveries.key,str(1),1,1,0,0.0%,No,,['recoveries']
data.content.playerStats.1269082.stats[2].stats.Recoveries.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Recoveries.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1269082.stats[2].stats.Recoveries.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1269082.stats[2].stats.Tackles,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Tackles.key,str(1),1,1,0,0.0%,No,,['matchstats.headers.tackles']
data.content.playerStats.1269082.stats[2].stats.Tackles.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269082.stats[2].stats.Tackles.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1269082.stats[2].stats.Tackles.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1269082.stats[2].title,str(1),1,1,0,0.0%,No,,['Defense']
data.content.playerStats.1269897,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1269897.funFacts,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1269897.id,int(1),1,1,0,0.0%,No,,[1269897]
data.content.playerStats.1269897.isGoalkeeper,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1269897.name,str(1),1,1,0,0.0%,No,,['Kaylie Collins']
data.content.playerStats.1269897.optaId,str(1),1,1,0,0.0%,No,,['24']
data.content.playerStats.1269897.shirtNumber,str(1),1,1,0,0.0%,No,,['31']
data.content.playerStats.1269897.stats,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1271818,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.funFacts,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1271818.id,int(1),1,1,0,0.0%,No,,[1271818]
data.content.playerStats.1271818.isGoalkeeper,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1271818.name,str(1),1,1,0,0.0%,No,,['Grace Chanda']
data.content.playerStats.1271818.optaId,str(1),1,1,0,0.0%,No,,['36']
data.content.playerStats.1271818.positionId,int(1),1,1,0,0.0%,No,,[103]
data.content.playerStats.1271818.shirtNumber,str(1),1,1,0,0.0%,No,,['23']
data.content.playerStats.1271818.stats,list(1),1,1,0,0.0%,Yes,"min:4, max:4, avg:4.0",N/A
data.content.playerStats.1271818.stats[0],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].key,str(1),1,1,0,0.0%,No,,['top_stats']
data.content.playerStats.1271818.stats[0].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Accurate passes,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Accurate passes.key,str(1),1,1,0,0.0%,No,,['accurate_passes']
data.content.playerStats.1271818.stats[0].stats.Accurate passes.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Accurate passes.stat.total,int(1),1,1,0,0.0%,No,,[36]
data.content.playerStats.1271818.stats[0].stats.Accurate passes.stat.type,str(1),1,1,0,0.0%,No,,['fractionWithPercentage']
data.content.playerStats.1271818.stats[0].stats.Accurate passes.stat.value,int(1),1,1,0,0.0%,No,,[22]
data.content.playerStats.1271818.stats[0].stats.Assists,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Assists.key,str(1),1,1,0,0.0%,No,,['assists']
data.content.playerStats.1271818.stats[0].stats.Assists.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Assists.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[0].stats.Assists.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[0].stats.Chances created,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Chances created.key,str(1),1,1,0,0.0%,No,,['chances_created']
data.content.playerStats.1271818.stats[0].stats.Chances created.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Chances created.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[0].stats.Chances created.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[0].stats.Defensive actions,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Defensive actions.key,str(1),1,1,0,0.0%,No,,['defensive_actions']
data.content.playerStats.1271818.stats[0].stats.Defensive actions.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Defensive actions.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[0].stats.Defensive actions.stat.value,int(1),1,1,0,0.0%,No,,[6]
data.content.playerStats.1271818.stats[0].stats.Goals,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Goals.key,str(1),1,1,0,0.0%,No,,['goals']
data.content.playerStats.1271818.stats[0].stats.Goals.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Goals.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[0].stats.Goals.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[0].stats.Minutes played,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Minutes played.key,str(1),1,1,0,0.0%,No,,['minutes_played']
data.content.playerStats.1271818.stats[0].stats.Minutes played.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Minutes played.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[0].stats.Minutes played.stat.value,int(1),1,1,0,0.0%,No,,[90]
data.content.playerStats.1271818.stats[0].stats.Shotmap,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Shotmap.key,null(1),1,1,1,100.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Shotmap.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Shotmap.stat.type,str(1),1,1,0,0.0%,No,,['boolean']
data.content.playerStats.1271818.stats[0].stats.Shotmap.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1271818.stats[0].stats.Total shots,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Total shots.key,str(1),1,1,0,0.0%,No,,['total_shots']
data.content.playerStats.1271818.stats[0].stats.Total shots.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[0].stats.Total shots.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[0].stats.Total shots.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1271818.stats[0].title,str(1),1,1,0,0.0%,No,,['Top stats']
data.content.playerStats.1271818.stats[1],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].key,str(1),1,1,0,0.0%,No,,['attack']
data.content.playerStats.1271818.stats[1].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Dispossessed,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Dispossessed.key,str(1),1,1,0,0.0%,No,,['dispossessed']
data.content.playerStats.1271818.stats[1].stats.Dispossessed.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Dispossessed.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[1].stats.Dispossessed.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[1].stats.Shots on target,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Shots on target.key,str(1),1,1,0,0.0%,No,,['ShotsOnTarget']
data.content.playerStats.1271818.stats[1].stats.Shots on target.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Shots on target.stat.total,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1271818.stats[1].stats.Shots on target.stat.type,str(1),1,1,0,0.0%,No,,['fractionWithPercentage']
data.content.playerStats.1271818.stats[1].stats.Shots on target.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1271818.stats[1].stats.Touches,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Touches in opposition box,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Touches in opposition box.key,str(1),1,1,0,0.0%,No,,['touches_opp_box']
data.content.playerStats.1271818.stats[1].stats.Touches in opposition box.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Touches in opposition box.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[1].stats.Touches in opposition box.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[1].stats.Touches.key,str(1),1,1,0,0.0%,No,,['touches']
data.content.playerStats.1271818.stats[1].stats.Touches.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[1].stats.Touches.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[1].stats.Touches.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[1].title,str(1),1,1,0,0.0%,No,,['Attack']
data.content.playerStats.1271818.stats[2],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].key,str(1),1,1,0,0.0%,No,,['defense']
data.content.playerStats.1271818.stats[2].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Blocks,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Blocks.key,str(1),1,1,0,0.0%,No,,['shot_blocks']
data.content.playerStats.1271818.stats[2].stats.Blocks.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Blocks.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[2].stats.Blocks.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[2].stats.Clearances,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Clearances.key,str(1),1,1,0,0.0%,No,,['clearances']
data.content.playerStats.1271818.stats[2].stats.Clearances.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Clearances.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[2].stats.Clearances.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[2].stats.Dribbled past,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Dribbled past.key,str(1),1,1,0,0.0%,No,,['dribbled_past']
data.content.playerStats.1271818.stats[2].stats.Dribbled past.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Dribbled past.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[2].stats.Dribbled past.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[2].stats.Interceptions,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Interceptions.key,str(1),1,1,0,0.0%,No,,['interceptions']
data.content.playerStats.1271818.stats[2].stats.Interceptions.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Interceptions.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[2].stats.Interceptions.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[2].stats.Recoveries,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Recoveries.key,str(1),1,1,0,0.0%,No,,['recoveries']
data.content.playerStats.1271818.stats[2].stats.Recoveries.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Recoveries.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[2].stats.Recoveries.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1271818.stats[2].stats.Tackles,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Tackles.key,str(1),1,1,0,0.0%,No,,['matchstats.headers.tackles']
data.content.playerStats.1271818.stats[2].stats.Tackles.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1271818.stats[2].stats.Tackles.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1271818.stats[2].stats.Tackles.stat.value,int(1),1,1,0,0.0%,No,,[6]
data.content.playerStats.1271818.stats[2].title,str(1),1,1,0,0.0%,No,,['Defense']
data.content.playerStats.1271818.usualPosition,int(1),1,1,0,0.0%,No,,[3]
data.content.playerStats.1280365,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280365.funFacts,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1280365.id,int(1),1,1,0,0.0%,No,,[1280365]
data.content.playerStats.1280365.isGoalkeeper,bool(1),1,1,0,0.0%,No,,[True]
data.content.playerStats.1280365.name,str(1),1,1,0,0.0%,No,,['William Da Rocha']
data.content.playerStats.1280365.optaId,str(1),1,1,0,0.0%,No,,['584287']
data.content.playerStats.1280365.shirtNumber,str(1),1,1,0,0.0%,No,,['12']
data.content.playerStats.1280365.shotmap,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1280365.stats,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1280365.teamId,int(1),1,1,0,0.0%,No,,[2305]
data.content.playerStats.1280365.teamName,str(1),1,1,0,0.0%,No,,['KFUM Oslo']
data.content.playerStats.1280365.usualPosition,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1280719,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.funFacts,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1280719.id,int(1),1,1,0,0.0%,No,,[1280719]
data.content.playerStats.1280719.isGoalkeeper,bool(1),1,1,0,0.0%,No,,[False]
data.content.playerStats.1280719.name,str(1),1,1,0,0.0%,No,,['Daniel Schneider']
data.content.playerStats.1280719.optaId,str(1),1,1,0,0.0%,No,,['692861']
data.content.playerStats.1280719.shirtNumber,str(1),1,1,0,0.0%,No,,['2']
data.content.playerStats.1280719.shotmap,list(1),1,1,0,0.0%,Yes,"min:0, max:0, avg:0.0",N/A
data.content.playerStats.1280719.stats,list(1),1,1,0,0.0%,Yes,"min:4, max:4, avg:4.0",N/A
data.content.playerStats.1280719.stats[0],dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].key,str(1),1,1,0,0.0%,No,,['top_stats']
data.content.playerStats.1280719.stats[0].stats,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Accurate passes,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Accurate passes.key,str(1),1,1,0,0.0%,No,,['accurate_passes']
data.content.playerStats.1280719.stats[0].stats.Accurate passes.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Accurate passes.stat.total,int(1),1,1,0,0.0%,No,,[7]
data.content.playerStats.1280719.stats[0].stats.Accurate passes.stat.type,str(1),1,1,0,0.0%,No,,['fractionWithPercentage']
data.content.playerStats.1280719.stats[0].stats.Accurate passes.stat.value,int(1),1,1,0,0.0%,No,,[7]
data.content.playerStats.1280719.stats[0].stats.Assists,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Assists.key,str(1),1,1,0,0.0%,No,,['assists']
data.content.playerStats.1280719.stats[0].stats.Assists.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Assists.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1280719.stats[0].stats.Assists.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1280719.stats[0].stats.Chances created,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Chances created.key,str(1),1,1,0,0.0%,No,,['chances_created']
data.content.playerStats.1280719.stats[0].stats.Chances created.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Chances created.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1280719.stats[0].stats.Chances created.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1280719.stats[0].stats.Defensive actions,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Defensive actions.key,str(1),1,1,0,0.0%,No,,['defensive_actions']
data.content.playerStats.1280719.stats[0].stats.Defensive actions.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Defensive actions.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1280719.stats[0].stats.Defensive actions.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1280719.stats[0].stats.Expected assists (xA),dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Expected assists (xA).key,str(1),1,1,0,0.0%,No,,['expected_assists']
data.content.playerStats.1280719.stats[0].stats.Expected assists (xA).stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Expected assists (xA).stat.type,str(1),1,1,0,0.0%,No,,['double']
data.content.playerStats.1280719.stats[0].stats.Expected assists (xA).stat.value,float(1),1,1,0,0.0%,No,,[0.01]
data.content.playerStats.1280719.stats[0].stats.Fantasy points,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Fantasy points.key,str(1),1,1,0,0.0%,No,,['fantasy_points']
data.content.playerStats.1280719.stats[0].stats.Fantasy points.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Fantasy points.stat.type,str(1),1,1,0,0.0%,No,,['fantasyPoints']
data.content.playerStats.1280719.stats[0].stats.Fantasy points.stat.value,int(1),1,1,0,0.0%,No,,[1]
data.content.playerStats.1280719.stats[0].stats.FotMob rating,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.FotMob rating.key,str(1),1,1,0,0.0%,No,,['rating_title']
data.content.playerStats.1280719.stats[0].stats.FotMob rating.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.FotMob rating.stat.type,str(1),1,1,0,0.0%,No,,['double']
data.content.playerStats.1280719.stats[0].stats.FotMob rating.stat.value,float(1),1,1,0,0.0%,No,,[6.46]
data.content.playerStats.1280719.stats[0].stats.Goals,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Goals.key,str(1),1,1,0,0.0%,No,,['goals']
data.content.playerStats.1280719.stats[0].stats.Goals.stat,dict(1),1,1,0,0.0%,No,,N/A
data.content.playerStats.1280719.stats[0].stats.Goals.stat.type,str(1),1,1,0,0.0%,No,,['integer']
data.content.playerStats.1280719.stats[0].stats.Goals.stat.value,int(1),1,1,0,0.0%,No,,[0]
data.content.playerStats.1280719.stats[0].stats.Minutes played,dict(1),1,1,0,0.0%,No,,N/A
